Sentence,Word,Word Sequence,Hash
A child’s drawing on the fridge moved slightly when no one was looking.,no,"[14, 15]",f2b1506c9626396ee4ae0a5bef759d52
A child’s drawing on the fridge moved slightly when no one was looking.,one,"[15, 14, 5]",bb779d51c9d6afc7bffaa6eafe3a790e
A child’s drawing on the fridge moved slightly when no one was looking.,was,"[23, 1, 19]",da041fee55980aa1852b6399a32e7231
A child’s drawing on the fridge moved slightly when no one was looking.,looking.,"[12, 15, 15, 11, 9, 14, 7]",5ac49942d9aa7eb042a27f60ce0a1e57
"The suitcase seemed to hum, vibrating faintly under the bed.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The suitcase seemed to hum, vibrating faintly under the bed.",suitcase,"[19, 21, 9, 20, 3, 1, 19, 5]",afdb26642426197d190edbb628ffeb87
"The suitcase seemed to hum, vibrating faintly under the bed.",seemed,"[19, 5, 5, 13, 5, 4]",07f3b4e17b7916ca9b977130565c6a2a
"The suitcase seemed to hum, vibrating faintly under the bed.",to,"[20, 15]",c270e031ca75d07a606c0443375f5848
"The suitcase seemed to hum, vibrating faintly under the bed.","hum,","[8, 21, 13]",feacc0d39e52b70371e7f5a8463c2856
"The suitcase seemed to hum, vibrating faintly under the bed.",vibrating,"[22, 9, 2, 18, 1, 20, 9, 14, 7]",ba7b0da3c31ef9c391e267b6350df22d
"The suitcase seemed to hum, vibrating faintly under the bed.",faintly,"[6, 1, 9, 14, 20, 12, 25]",8522eb6089b6c8937aa4c8c01709f96f
"The suitcase seemed to hum, vibrating faintly under the bed.",under,"[21, 14, 4, 5, 18]",b92d49cff4f085f0e2f96862d927f3c1
"The suitcase seemed to hum, vibrating faintly under the bed.",bed.,"[2, 5, 4]",0033ac867efac7aae7b2f9c70e06ce0a
The leaves on the tree formed words when the wind blew.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
The leaves on the tree formed words when the wind blew.,leaves,"[12, 5, 1, 22, 5, 19]",17189508e2046011e4554af1e19249b7
The leaves on the tree formed words when the wind blew.,on,"[15, 14]",5b067beb3fb3130e2800979af7769d5f
The leaves on the tree formed words when the wind blew.,tree,"[20, 18, 5, 5]",42c8e6a3014c9297bf10d2d7df014d22
The leaves on the tree formed words when the wind blew.,formed,"[6, 15, 18, 13, 5, 4]",1fffb9ce985900bcc185cec7420319b3
The leaves on the tree formed words when the wind blew.,words,"[23, 15, 18, 4, 19]",45a4be70e0a7f2ed9a46d70c400876b6
The leaves on the tree formed words when the wind blew.,when,"[23, 8, 5, 14]",a054610ab1ce55f12ea9cfb23680be4c
The leaves on the tree formed words when the wind blew.,wind,"[23, 9, 14, 4]",c4a9bccd2509e105e9aec29e6d630333
The leaves on the tree formed words when the wind blew.,blew.,"[2, 12, 5, 23]",9a8cf4a0a521dbc54118977e2ce878e3
"A door appeared in the middle of the meadow, leading nowhere.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A door appeared in the middle of the meadow, leading nowhere.",door,"[4, 15, 15, 18]",23fd38666f3fb7f9b2d9ecd617723c06
"A door appeared in the middle of the meadow, leading nowhere.",appeared,"[1, 16, 16, 5, 1, 18, 5, 4]",51c53edb34ab7c15ff7051c6242518a6
"A door appeared in the middle of the meadow, leading nowhere.",in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
"A door appeared in the middle of the meadow, leading nowhere.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A door appeared in the middle of the meadow, leading nowhere.",middle,"[13, 9, 4, 4, 12, 5]",503cbc5b201f47cfec44e1af91026dfd
"A door appeared in the middle of the meadow, leading nowhere.",of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
"A door appeared in the middle of the meadow, leading nowhere.","meadow,","[13, 5, 1, 4, 15, 23]",5d8fff62984bef6d1838fb84d94638c2
"A door appeared in the middle of the meadow, leading nowhere.",leading,"[12, 5, 1, 4, 9, 14, 7]",e16ab55ae7247c8b67108d0c7df6ef70
"A door appeared in the middle of the meadow, leading nowhere.",nowhere.,"[14, 15, 23, 8, 5, 18, 5]",c5fd2697ed29ca26ddcaadb8813edb41
"The ice cream truck played a hauntingly familiar tune, though it was winter.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The ice cream truck played a hauntingly familiar tune, though it was winter.",ice,"[9, 3, 5]",7a8cc1798fac1f038c2f1c02fa761be6
"The ice cream truck played a hauntingly familiar tune, though it was winter.",cream,"[3, 18, 5, 1, 13]",b496ade4109fd3fb9dae60f347197f26
"The ice cream truck played a hauntingly familiar tune, though it was winter.",truck,"[20, 18, 21, 3, 11]",896472c78d4fe50da0df167718545858
"The ice cream truck played a hauntingly familiar tune, though it was winter.",played,"[16, 12, 1, 25, 5, 4]",74b463d80dbc0b3bebe1e5c75d151857
"The ice cream truck played a hauntingly familiar tune, though it was winter.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"The ice cream truck played a hauntingly familiar tune, though it was winter.",hauntingly,"[8, 1, 21, 14, 20, 9, 14, 7, 12, 25]",d87771cd6ca85005f6b4fd5f0deb9218
"The ice cream truck played a hauntingly familiar tune, though it was winter.",familiar,"[6, 1, 13, 9, 12, 9, 1, 18]",eaecc39c70b29658bf430cce217c28f0
"The ice cream truck played a hauntingly familiar tune, though it was winter.","tune,","[20, 21, 14, 5]",55f8f5c3a158fe1a263beba06b1bb7f6
"The ice cream truck played a hauntingly familiar tune, though it was winter.",though,"[20, 8, 15, 21, 7, 8]",a7e780769cb4fcdf3624bab1dbee473a
"The ice cream truck played a hauntingly familiar tune, though it was winter.",it,"[9, 20]",d83805ac2f2452ebf3f17a76c89571de
"The ice cream truck played a hauntingly familiar tune, though it was winter.",was,"[23, 1, 19]",da041fee55980aa1852b6399a32e7231
"The ice cream truck played a hauntingly familiar tune, though it was winter.",winter.,"[23, 9, 14, 20, 5, 18]",a3094c118acc5f93ffea034a69fa4a24
"A feather drifted down from the sky, larger than any bird could have.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A feather drifted down from the sky, larger than any bird could have.",feather,"[6, 5, 1, 20, 8, 5, 18]",ef90cd7f0e1382dcfaccc2b878a92e29
"A feather drifted down from the sky, larger than any bird could have.",drifted,"[4, 18, 9, 6, 20, 5, 4]",a182bfd1901079a47587631faf89ee53
"A feather drifted down from the sky, larger than any bird could have.",down,"[4, 15, 23, 14]",307e090427e617496d267a14918ef14f
"A feather drifted down from the sky, larger than any bird could have.",from,"[6, 18, 15, 13]",81754a8e62e084d16dcd892b83d10f15
"A feather drifted down from the sky, larger than any bird could have.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A feather drifted down from the sky, larger than any bird could have.","sky,","[19, 11, 25]",37e1c18ce0ed8df9271c24ab85593e52
"A feather drifted down from the sky, larger than any bird could have.",larger,"[12, 1, 18, 7, 5, 18]",7348da3e8498efc8e15ea20316872569
"A feather drifted down from the sky, larger than any bird could have.",than,"[20, 8, 1, 14]",d45eb0995283a1037f1a83c89afa9a99
"A feather drifted down from the sky, larger than any bird could have.",any,"[1, 14, 25]",4c5632e818037a2c28482bfa9ceb399b
"A feather drifted down from the sky, larger than any bird could have.",bird,"[2, 9, 18, 4]",583fb4e0eee03bb86819abfa224da98f
"A feather drifted down from the sky, larger than any bird could have.",could,"[3, 15, 21, 12, 4]",39d0ea64ee82d77361b29611295a30cd
"A feather drifted down from the sky, larger than any bird could have.",have.,"[8, 1, 22, 5]",ed2d016832b65aee752a90c61b209676
"The carousel spun backward, playing music no one recognized.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The carousel spun backward, playing music no one recognized.",carousel,"[3, 1, 18, 15, 21, 19, 5, 12]",c30300efa079e7f977246340e36c1149
"The carousel spun backward, playing music no one recognized.",spun,"[19, 16, 21, 14]",19be4605e2c4b9e38157c363e64cc0e6
"The carousel spun backward, playing music no one recognized.","backward,","[2, 1, 3, 11, 23, 1, 18, 4]",92713dbede7e54735d7cdc3ad9b11c5e
"The carousel spun backward, playing music no one recognized.",playing,"[16, 12, 1, 25, 9, 14, 7]",cff51423250ef18d8fdd228bffabe1e5
"The carousel spun backward, playing music no one recognized.",music,"[13, 21, 19, 9, 3]",e452721c82d6d179d85fcf08173cb137
"The carousel spun backward, playing music no one recognized.",no,"[14, 15]",f2b1506c9626396ee4ae0a5bef759d52
"The carousel spun backward, playing music no one recognized.",one,"[15, 14, 5]",bb779d51c9d6afc7bffaa6eafe3a790e
"The carousel spun backward, playing music no one recognized.",recognized.,"[18, 5, 3, 15, 7, 14, 9, 26, 5, 4]",8a9c192fa22f2986f9f8faab0cf4f082
"The soda can fizzed, and tiny fireworks burst from the top.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The soda can fizzed, and tiny fireworks burst from the top.",soda,"[19, 15, 4, 1]",6dd6ccf5d0f8fb7f123a469e05b5a4d3
"The soda can fizzed, and tiny fireworks burst from the top.",can,"[3, 1, 14]",1b4db93449530bf5c88f21a11a8211f9
"The soda can fizzed, and tiny fireworks burst from the top.","fizzed,","[6, 9, 26, 26, 5, 4]",e453a00c84c301c9f89bca04af65cc4c
"The soda can fizzed, and tiny fireworks burst from the top.",and,"[1, 14, 4]",941895025925d952274589a70ecc888a
"The soda can fizzed, and tiny fireworks burst from the top.",tiny,"[20, 9, 14, 25]",0e037b46194a07ef58b2509ea36c7117
"The soda can fizzed, and tiny fireworks burst from the top.",fireworks,"[6, 9, 18, 5, 23, 15, 18, 11, 19]",520d5e9dcfb7ac0d7d8369059ff297c7
"The soda can fizzed, and tiny fireworks burst from the top.",burst,"[2, 21, 18, 19, 20]",60b44c4e501d99e5dbff2a4eac76f087
"The soda can fizzed, and tiny fireworks burst from the top.",from,"[6, 18, 15, 13]",81754a8e62e084d16dcd892b83d10f15
"The soda can fizzed, and tiny fireworks burst from the top.",top.,"[20, 15, 16]",c507ac98e7a71f42a0aba2dad581362a
"A figure appeared in the fog, carrying a lantern that glowed green.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A figure appeared in the fog, carrying a lantern that glowed green.",figure,"[6, 9, 7, 21, 18, 5]",7f6a1c4af8a8ca23eb3a47433b36ce44
"A figure appeared in the fog, carrying a lantern that glowed green.",appeared,"[1, 16, 16, 5, 1, 18, 5, 4]",51c53edb34ab7c15ff7051c6242518a6
"A figure appeared in the fog, carrying a lantern that glowed green.",in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
"A figure appeared in the fog, carrying a lantern that glowed green.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A figure appeared in the fog, carrying a lantern that glowed green.","fog,","[6, 15, 7]",8ef72c4628749be60957327a75436306
"A figure appeared in the fog, carrying a lantern that glowed green.",carrying,"[3, 1, 18, 18, 25, 9, 14, 7]",8dc90531bc717a34ca2befb88b148eca
"A figure appeared in the fog, carrying a lantern that glowed green.",lantern,"[12, 1, 14, 20, 5, 18, 14]",ea7a1795d86912b6ad29f0c9c650cf93
"A figure appeared in the fog, carrying a lantern that glowed green.",that,"[20, 8, 1, 20]",50e7911357fad58e8f3a30165ab9d112
"A figure appeared in the fog, carrying a lantern that glowed green.",glowed,"[7, 12, 15, 23, 5, 4]",35d9f627972ac0e2197f26c76595d885
"A figure appeared in the fog, carrying a lantern that glowed green.",green.,"[7, 18, 5, 5, 14]",6238a0fd2108228c77b63d240f25e475
The notebook wrote its own story while the student slept.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
The notebook wrote its own story while the student slept.,notebook,"[14, 15, 20, 5, 2, 15, 15, 11]",717ac0e92637d97b3b792f310165053c
The notebook wrote its own story while the student slept.,wrote,"[23, 18, 15, 20, 5]",15a5d0e94e3228f2c4592da4b091f1bc
The notebook wrote its own story while the student slept.,its,"[9, 20, 19]",52d9b0c30aad1c0331dbc44bb37d3b97
The notebook wrote its own story while the student slept.,own,"[15, 23, 14]",ad6c0892099ccfe111dd41881bf56e25
The notebook wrote its own story while the student slept.,story,"[19, 20, 15, 18, 25]",5d6f40b799fbd0b96942985c62191ade
The notebook wrote its own story while the student slept.,while,"[23, 8, 9, 12, 5]",9c06f25695de6f9c6c7978affb7c788a
The notebook wrote its own story while the student slept.,student,"[19, 20, 21, 4, 5, 14, 20]",9a0c7a6e4812aca9880ff8a74157e300
The notebook wrote its own story while the student slept.,slept.,"[19, 12, 5, 16, 20]",0962a3d1326c1c166d10b3cef993b814
"The stars began to fall, one by one, into the lake below.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"The stars began to fall, one by one, into the lake below.",stars,"[19, 20, 1, 18, 19]",b0e7d1bee03749e5ae84a1cd8b78b2bb
"The stars began to fall, one by one, into the lake below.",began,"[2, 5, 7, 1, 14]",e33d69106fb1a16024e1afa2f0cf8ffb
"The stars began to fall, one by one, into the lake below.",to,"[20, 15]",c270e031ca75d07a606c0443375f5848
"The stars began to fall, one by one, into the lake below.","fall,","[6, 1, 12, 12]",163223de9ae0669eadc53d24f7aad563
"The stars began to fall, one by one, into the lake below.",one,"[15, 14, 5]",bb779d51c9d6afc7bffaa6eafe3a790e
"The stars began to fall, one by one, into the lake below.",by,"[2, 25]",62339d87ddc25cfb2991dc1d6d294c0f
"The stars began to fall, one by one, into the lake below.","one,","[15, 14, 5]",bb779d51c9d6afc7bffaa6eafe3a790e
"The stars began to fall, one by one, into the lake below.",into,"[9, 14, 20, 15]",a6a358a07ea01f3446d29f1c16408087
"The stars began to fall, one by one, into the lake below.",lake,"[12, 1, 11, 5]",d0094ca52ba79b9fdae6720fa8e67c26
"The stars began to fall, one by one, into the lake below.",below.,"[2, 5, 12, 15, 23]",f23d8fc343e23375f3484d63100d5296
A clock tower rang out a melody instead of the usual chime.,a,[1],c4ca4238a0b923820dcc509a6f75849b
A clock tower rang out a melody instead of the usual chime.,clock,"[3, 12, 15, 3, 11]",22045d8211a3467ae2f4a9a171dbb56b
A clock tower rang out a melody instead of the usual chime.,tower,"[20, 15, 23, 5, 18]",667938fa74e4b231ac15a936224eeda7
A clock tower rang out a melody instead of the usual chime.,rang,"[18, 1, 14, 7]",fc98de5f726b5e51dcd6cbbe81e4c1d8
A clock tower rang out a melody instead of the usual chime.,out,"[15, 21, 20]",158b9a5e18bef6170a77a19b760b041f
A clock tower rang out a melody instead of the usual chime.,melody,"[13, 5, 12, 15, 4, 25]",e050088878a29a7ef683d9c0aca6c7e9
A clock tower rang out a melody instead of the usual chime.,instead,"[9, 14, 19, 20, 5, 1, 4]",5391b379f6ebd0683e0c560b2c8677f3
A clock tower rang out a melody instead of the usual chime.,of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
A clock tower rang out a melody instead of the usual chime.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
A clock tower rang out a melody instead of the usual chime.,usual,"[21, 19, 21, 1, 12]",386f161ff4ceb798a3538966aa8e3f16
A clock tower rang out a melody instead of the usual chime.,chime.,"[3, 8, 9, 13, 5]",f9f21ce9d0acabc6a52b07fd85a43130
The sand on the beach shimmered as though it were made of diamonds.,the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
The sand on the beach shimmered as though it were made of diamonds.,sand,"[19, 1, 14, 4]",8566d179cbcce136293c87f7e43b062d
The sand on the beach shimmered as though it were made of diamonds.,on,"[15, 14]",5b067beb3fb3130e2800979af7769d5f
The sand on the beach shimmered as though it were made of diamonds.,beach,"[2, 5, 1, 3, 8]",dacc7f5d99358861eb7c4a2e8ee3add1
The sand on the beach shimmered as though it were made of diamonds.,shimmered,"[19, 8, 9, 13, 13, 5, 18, 5, 4]",74814526e60467c9ddec8d0179a8722e
The sand on the beach shimmered as though it were made of diamonds.,as,"[1, 19]",b6c966209aefddbbb416592d199fe7b6
The sand on the beach shimmered as though it were made of diamonds.,though,"[20, 8, 15, 21, 7, 8]",a7e780769cb4fcdf3624bab1dbee473a
The sand on the beach shimmered as though it were made of diamonds.,it,"[9, 20]",d83805ac2f2452ebf3f17a76c89571de
The sand on the beach shimmered as though it were made of diamonds.,were,"[23, 5, 18, 5]",dfd5b9ae4f49fa67269cae7a5da62467
The sand on the beach shimmered as though it were made of diamonds.,made,"[13, 1, 4, 5]",cc5c13b6d76f012d43c0a25db23b4208
The sand on the beach shimmered as though it were made of diamonds.,of,"[15, 6]",bb548305d15c3a2a16c310e51a1da878
The sand on the beach shimmered as though it were made of diamonds.,diamonds.,"[4, 9, 1, 13, 15, 14, 4, 19]",2d96bf00965bedb2fe4d85e159b6603f
"A single flower bloomed in the snow, glowing softly in the twilight.",a,[1],c4ca4238a0b923820dcc509a6f75849b
"A single flower bloomed in the snow, glowing softly in the twilight.",single,"[19, 9, 14, 7, 12, 5]",3eed3d20242dace842fb4afda475dfeb
"A single flower bloomed in the snow, glowing softly in the twilight.",flower,"[6, 12, 15, 23, 5, 18]",d14964e5deeff1e503f5ebea250e6984
"A single flower bloomed in the snow, glowing softly in the twilight.",bloomed,"[2, 12, 15, 15, 13, 5, 4]",24278a1d4b9f51225122634f1c78df9f
"A single flower bloomed in the snow, glowing softly in the twilight.",in,"[9, 14]",dab152e2c53e83fac204643b2f65aeba
"A single flower bloomed in the snow, glowing softly in the twilight.",the,"[20, 8, 5]",77c61de7c383ab6db7be8d689bfbe7c7
"A single flower bloomed in the snow, glowing softly in the twilight.","snow,","[19, 14, 15, 23]",5cb5738791c98b2b8c0e229e289d3fd9
"A single flower bloomed in the snow, glowing softly in the twilight.",glowing,"[7, 12, 15, 23, 9, 14, 7]",f89f64d9208201ec14ccf134907f377a
"A single flower bloomed in the snow, glowing softly in the twilight.",softly,"[19, 15, 6, 20, 12, 25]",0d1885f3bc34fc25264e8b40579e735a
"A single flower bloomed in the snow, glowing softly in the twilight.",twilight.,"[20, 23, 9, 12, 9, 7, 8, 20]",cc538476b68ca8d643983e8fc0f39d7d
